n_estimators,learning_rate,max_depth,subsample,colsample_bytree,reg_lambda,reg_alpha,mse,mae
500,0.01,10,0.8,0.6,1.0,0.0,911006809.4817036,16591.088225064213
500,0.1,6,0.8,0.8,0.5,1.0,911009973.4844763,16875.123916416953
200,0.1,8,0.6,0.8,0.5,1.0,911016812.4564146,17193.550353167808
500,0.1,6,0.6,0.6,2.0,1.0,911136633.0697371,17063.132397795376
200,0.1,6,0.8,0.8,0.5,0.5,911197991.8410811,16927.20241598887
750,0.1,6,0.8,0.8,0.5,2.0,911200383.4958848,16878.05733625856
1500,0.1,6,0.6,0.6,2.0,1.0,911220917.4970874,17085.366759417808
1000,0.1,6,0.6,0.6,2.0,1.0,911223067.3778752,17084.68929259418
1000,0.1,6,0.8,0.8,0.5,2.0,911240866.7230167,16878.780340325342
1500,0.1,6,0.8,0.8,0.5,2.0,911243491.9172499,16878.6552734375
200,0.1,6,0.6,0.6,1.0,1.0,911273398.6483072,16673.105254708906
200,0.1,6,0.6,0.6,1.0,0.0,911273475.392316,16673.119488441782
200,0.1,6,0.6,0.6,1.0,0.5,911273739.8877774,16673.11275952483
1500,0.1,8,0.6,0.8,0.5,1.0,911319954.505926,17170.51809985017
1000,0.1,8,0.6,0.8,0.5,1.0,911320081.2084972,17170.517096532534
750,0.1,8,0.6,0.8,0.5,1.0,911320574.2306907,17170.53115635702
500,0.1,8,0.6,0.8,0.5,1.0,911324287.9313787,17170.821503103594
1000,0.01,6,0.6,0.6,0.0,2.0,911360263.0531313,16133.548721104453
100,0.1,10,0.8,0.8,1.0,1.0,911398687.2086817,17261.25932416524
1000,0.05,8,0.6,0.8,1.0,2.0,911411133.6880924,17030.949847495718
500,0.1,6,0.8,0.8,0.5,2.0,911457792.0779245,16883.255110231163
500,0.01,10,0.8,0.6,0.5,0.5,911470101.9812571,16520.11025791952
1500,0.05,8,0.6,0.8,1.0,2.0,911471259.2339829,17032.12763538099
500,0.1,6,0.6,0.6,2.0,2.0,911558333.1871961,17059.075770547945
100,0.1,10,0.8,0.8,1.0,0.0,911633879.3174311,17263.14604291524
100,0.1,10,0.8,0.8,1.0,0.5,911634699.0673953,17263.1474609375
200,0.1,8,0.8,0.6,2.0,1.0,911687847.6198283,16421.716288527397
500,0.01,10,0.8,0.6,0.5,0.0,911694954.4450623,16529.40634364298
500,0.1,8,0.8,0.6,2.0,1.0,911783339.2026916,16451.51147795377
1000,0.1,8,0.8,0.6,2.0,1.0,911804773.5634272,16451.627956442637
1500,0.1,8,0.8,0.6,2.0,1.0,911804812.9214344,16451.628705586474
750,0.1,8,0.8,0.6,2.0,1.0,911805295.4094689,16451.622699058218
750,0.01,10,0.8,0.6,2.0,2.0,911936841.1991765,16478.223659567637
750,0.1,6,0.6,0.6,2.0,2.0,911944207.4228327,17072.717131314213
1000,0.1,6,0.6,0.6,2.0,2.0,912153669.4822706,17077.90571489726
1500,0.1,6,0.6,0.6,2.0,2.0,912206630.9551916,17078.589656464042
500,0.01,10,0.8,0.6,1.0,2.0,912249639.105752,16627.218495826197
200,0.1,6,0.8,0.8,0.5,2.0,912359343.9552829,16894.94167380137
1500,0.05,10,0.8,0.8,2.0,1.0,912491461.0682632,16746.97911761558
1000,0.05,10,0.8,0.8,2.0,1.0,912492722.1645197,16747.01082245291
750,0.05,10,0.8,0.8,2.0,1.0,912508634.56025,16747.14993578767
500,0.01,8,0.8,0.6,1.0,1.0,912546250.121118,16493.902276862158
500,0.01,8,0.8,0.6,1.0,0.0,912868015.691728,16489.837248501713
500,0.01,8,0.8,0.6,1.0,0.5,912869584.5639307,16489.87010380993
500,0.1,8,0.8,0.6,2.0,2.0,912895539.172449,16473.533069349316
1000,0.1,8,0.8,0.6,2.0,2.0,912908152.479735,16473.870612157534
1500,0.1,8,0.8,0.6,2.0,2.0,912908458.9853909,16473.87723405394
750,0.1,8,0.8,0.6,2.0,2.0,912908685.6786604,16473.842626284248
200,0.1,6,0.8,0.8,0.5,0.0,912953396.7848533,16961.113629066782
500,0.05,10,0.8,0.8,2.0,1.0,912968080.9329909,16748.64754120291
200,0.1,8,0.8,0.6,2.0,2.0,912984667.6178463,16451.49705693493
1500,0.05,10,0.8,0.8,2.0,0.5,913637952.387855,16748.233451947774
1000,0.05,10,0.8,0.8,2.0,0.5,913638512.1017995,16748.25894959332
750,0.05,10,0.8,0.8,2.0,0.5,913644918.7752872,16748.58541577483
500,0.05,10,0.8,0.8,2.0,0.5,914067424.7628356,16750.051570526542
100,0.1,8,0.6,0.8,0.5,0.5,914451881.5175923,17313.966984160958
500,0.05,8,0.6,0.8,1.0,0.5,914576929.9869592,17043.899748501713
750,0.01,10,0.8,0.6,2.0,1.0,914578261.2276914,16478.02945740582
200,0.1,6,0.8,0.8,0.5,1.0,914593116.2643663,16931.05051369863
750,0.01,10,0.8,0.6,2.0,0.0,914776874.4206039,16485.14114672517
500,0.01,10,0.8,0.6,1.0,0.5,914846702.611034,16670.203887521406
500,0.01,8,0.6,0.8,0.5,2.0,915213477.3837572,16374.034072666953
200,0.1,8,0.6,0.8,0.5,0.0,915575789.2963972,17264.637561536816
500,0.05,6,0.6,0.6,0.5,0.0,915723952.09616,16651.002300941782
750,0.05,8,0.6,0.8,1.0,0.5,915771905.3457655,17056.525457512842
1500,0.05,8,0.6,0.8,1.0,0.5,915850152.1554383,17059.943011558218
1000,0.05,8,0.6,0.8,1.0,0.5,915857028.7446766,17060.01482234589
500,0.1,8,0.6,0.8,0.5,0.0,916021709.935221,17264.215927333047
1500,0.1,8,0.6,0.8,0.5,0.0,916026653.7226576,17264.439680543663
1000,0.1,8,0.6,0.8,0.5,0.0,916039378.4211994,17264.47018139983
750,0.1,8,0.6,0.8,0.5,0.0,916040063.9650443,17264.47432844606
500,0.01,10,0.8,0.6,1.0,1.0,916085789.2496887,16673.318827589897
750,0.01,10,0.8,0.6,2.0,0.5,916656434.251115,16482.838920697774
500,0.01,8,0.6,0.8,0.5,0.5,917010837.1598436,16370.068065068494
500,0.01,8,0.6,0.8,0.5,1.0,917013632.745588,16370.054700877568
100,0.1,8,0.6,0.8,0.5,1.0,917112709.6616105,17174.323496361303
100,0.1,8,0.6,0.8,0.5,2.0,917113639.7702334,17174.3310546875
1000,0.01,6,0.8,0.8,0.5,2.0,917149417.3977834,15942.506983090754
500,0.01,8,0.6,0.6,1.0,0.0,917218944.7862078,16257.621160637842
200,0.1,6,0.6,0.6,2.0,2.0,917273966.3510535,17067.17944670377
1500,0.1,8,0.6,0.8,1.0,0.5,917718640.640903,17453.279711579624
1000,0.1,8,0.6,0.8,1.0,0.5,917718786.3086556,17453.284768300513
750,0.1,8,0.6,0.8,1.0,0.5,917719391.0153692,17453.284393728594
500,0.1,8,0.6,0.8,1.0,0.5,917739297.8159326,17452.669988762842
200,0.1,8,0.6,0.8,1.0,0.5,917915831.34835,17431.57013859161
500,0.05,6,0.6,0.6,0.5,0.5,917925575.8138025,16682.3173828125
500,0.01,8,0.6,0.6,1.0,2.0,918437083.1221884,16264.983706121575
500,0.01,10,0.6,0.8,0.5,2.0,918533342.62463,16483.260514768837
500,0.01,8,0.6,0.6,1.0,1.0,918574741.2403442,16265.166938677226
500,0.01,8,0.6,0.6,1.0,0.5,918623773.5937786,16266.697626819348
200,0.1,8,0.6,0.8,1.0,0.0,918914049.645972,17471.181694135274
750,0.01,6,0.6,0.6,0.0,0.0,918942347.2156646,16181.704703553081
750,0.01,6,0.6,0.6,0.0,1.0,918942774.5556751,16181.73054901541
750,0.01,6,0.6,0.6,0.0,0.5,918997133.9840889,16180.030688142124
500,0.1,6,0.6,0.8,1.0,0.5,919040154.1646833,16718.85751551798
500,0.01,6,0.8,0.6,1.0,0.5,919046549.202445,16444.565911279966
500,0.01,6,0.8,0.6,1.0,0.0,919046670.6810882,16444.567877782534
500,0.01,8,0.8,0.6,0.5,0.5,919098277.3180457,16411.816994863013
500,0.01,8,0.8,0.6,0.5,1.0,919115288.5183996,16416.61247859589
1000,0.05,8,0.8,0.6,1.0,2.0,919258309.7186928,16547.385488013697
1500,0.05,8,0.8,0.6,1.0,2.0,919263548.703056,16547.360124143837
750,0.05,8,0.8,0.6,1.0,2.0,919293903.5833788,16547.286694670376
1000,0.1,8,0.6,0.8,1.0,0.0,919328883.2179321,17476.021537885274
750,0.1,8,0.6,0.8,1.0,0.0,919329862.63992,17476.06128264127
1500,0.1,8,0.6,0.8,1.0,0.0,919331647.6869808,17476.036092679795
500,0.1,8,0.6,0.8,1.0,0.0,919336866.1749153,17475.548038848458
500,0.05,8,0.8,0.6,1.0,2.0,919354645.4441065,16551.001003317637
500,0.01,6,0.8,0.6,1.0,1.0,919417222.2386531,16444.893969392124
500,0.01,8,0.8,0.6,0.5,0.0,919511337.3035731,16416.035223137842
750,0.1,6,0.6,0.8,1.0,0.5,919533918.2481023,16730.641119970034
500,0.01,8,0.8,0.6,0.5,2.0,919545599.7070222,16419.83406464041
1500,0.1,6,0.6,0.8,1.0,0.5,919605061.8512349,16733.713305329624
1000,0.1,6,0.6,0.8,1.0,0.5,919606134.8486522,16733.66511932791
500,0.01,6,0.6,0.8,0.5,0.0,920456445.4880003,16367.408510809075
500,0.01,6,0.6,0.8,0.5,0.5,920457594.2280539,16367.415052440068
500,0.01,6,0.6,0.8,0.5,1.0,920457858.3275441,16367.414196275686
500,0.01,6,0.6,0.8,0.5,2.0,920458850.7296864,16367.41469124572
200,0.1,6,0.6,0.6,2.0,0.0,920807890.5729818,17014.887360873287
200,0.1,6,0.6,0.6,2.0,0.5,920808273.7891698,17014.888698630137
200,0.1,6,0.6,0.6,2.0,1.0,920809078.7512736,17014.887441138697
500,0.05,6,0.6,0.6,0.5,1.0,920889887.7326525,16345.996602097603
500,0.1,6,0.6,0.8,1.0,0.0,921452408.5571527,16733.19957994435
500,0.1,6,0.6,0.8,1.0,2.0,921499014.934876,16753.985913420376
750,0.01,6,0.6,0.6,0.0,2.0,921576350.6337945,16198.314734053938
750,0.1,6,0.6,0.8,1.0,0.0,921612660.4949462,16731.42113923373
1000,0.1,6,0.6,0.8,1.0,0.0,921754881.9284179,16735.581817208906
1500,0.1,6,0.6,0.8,1.0,0.0,921763268.8433238,16735.81391802226
100,0.1,6,0.8,0.8,1.0,0.0,921868143.2004393,16593.890303938355
100,0.1,6,0.8,0.8,1.0,0.5,921868312.1221313,16593.886825770547
100,0.1,6,0.8,0.8,1.0,1.0,921869462.0466714,16593.88394959332
100,0.1,6,0.8,0.8,1.0,2.0,921870406.3116093,16593.876203981163
500,0.05,8,0.6,0.8,0.5,0.0,921906103.9807292,16814.600532427226
750,0.1,6,0.6,0.8,1.0,2.0,922022425.2204512,16768.87791630993
1000,0.1,6,0.6,0.8,1.0,2.0,922124130.7185827,16771.56383775685
1500,0.1,6,0.6,0.8,1.0,2.0,922126699.7901601,16771.74735124144
750,0.05,6,0.6,0.6,0.5,1.0,922191131.7379656,16421.94334599743
100,0.1,8,0.6,0.8,0.5,0.0,922407861.1568326,17300.598151220034
1000,0.05,8,0.6,0.8,0.5,0.0,922547825.0833787,16833.80424604024
1500,0.05,8,0.6,0.8,0.5,0.0,922572126.0334684,16834.354371789384
750,0.05,8,0.6,0.8,0.5,0.0,922583649.6667978,16833.026795269692
1000,0.05,6,0.6,0.6,0.5,1.0,922905815.3454759,16459.817195526542
500,0.05,6,0.8,0.8,2.0,2.0,922954931.8535811,16255.747792701199
1500,0.01,10,0.6,0.6,0.0,2.0,923227822.52551,16350.288754815925
1500,0.05,8,0.8,0.6,1.0,0.5,923236673.7899594,16558.021952589897
1000,0.05,8,0.8,0.6,1.0,0.5,923241821.4195604,16558.180035316782
750,0.05,8,0.8,0.6,1.0,0.5,923271803.1806877,16559.23445526541
100,0.1,6,0.8,0.8,0.5,0.0,923307994.1661196,17028.63297303082
100,0.1,6,0.8,0.8,0.5,0.5,923309141.8172214,17028.640517979453
100,0.1,6,0.8,0.8,0.5,1.0,923309224.6670918,17028.641936001713
100,0.1,6,0.8,0.8,0.5,2.0,923309884.3179522,17028.650725064213
750,0.05,6,0.6,0.6,0.5,0.5,923520959.9212594,16881.85813088613
750,0.01,6,0.8,0.8,0.5,0.5,923573388.9448203,15999.946623501712
750,0.01,6,0.8,0.8,0.5,1.0,923657797.6370684,16001.708596425513
750,0.05,6,0.6,0.6,0.5,0.0,923694834.1850866,16887.939198951197
500,0.05,8,0.8,0.6,1.0,0.5,923790022.6541706,16563.494796125855
1500,0.05,6,0.6,0.6,0.5,1.0,923833289.417211,16486.289263163526
750,0.01,6,0.8,0.8,0.5,0.0,923908592.4070259,16004.155072773972
750,0.05,6,0.8,0.8,2.0,2.0,924069558.3395948,16340.244689105308
1500,0.01,10,0.6,0.6,0.0,0.0,924261168.2715598,16319.950355843323
1000,0.01,10,0.6,0.6,0.0,2.0,924332236.2374772,16368.471184717466
200,0.1,6,0.6,0.8,1.0,2.0,924500434.444911,16672.907614511987
1000,0.05,8,0.8,0.6,1.0,1.0,924562811.4288338,16575.702108304795
1500,0.05,8,0.8,0.6,1.0,1.0,924564371.0101465,16575.636865903252
100,0.1,10,0.8,0.6,2.0,2.0,924575489.3083268,17138.793597495718
750,0.05,8,0.8,0.6,1.0,1.0,924588753.9697682,16576.130364404966
100,0.1,10,0.8,0.6,2.0,0.5,924619923.2995883,17117.457004494863
100,0.1,10,0.8,0.6,2.0,1.0,924620564.4578345,17117.463225064213
500,0.05,8,0.8,0.6,1.0,1.0,924722484.4699755,16580.768046339897
100,0.1,10,0.8,0.6,2.0,0.0,924890267.7486509,17110.875789276542
1000,0.05,6,0.8,0.8,2.0,2.0,924923452.4999398,16361.28301583904
200,0.05,8,0.6,0.8,0.5,0.0,925313634.4306915,16753.683031892124
100,0.1,8,0.6,0.8,1.0,1.0,925319900.7227508,17122.233010488013
1500,0.05,6,0.8,0.8,2.0,2.0,925666518.7532318,16386.454864083906
1000,0.01,10,0.6,0.6,0.0,0.0,925744151.3066503,16351.151434075342
750,0.05,6,0.8,0.8,2.0,0.0,925811952.6503338,16258.792125963186
750,0.1,10,0.8,0.8,1.0,2.0,925857323.3240831,17371.85184342894
1000,0.1,10,0.8,0.8,1.0,2.0,925857358.1000184,17371.850559182363
1500,0.1,10,0.8,0.8,1.0,2.0,925857368.2570237,17371.85146885702
500,0.1,10,0.8,0.8,1.0,2.0,925857504.9584827,17371.85900042808
500,0.05,6,0.8,0.8,2.0,0.0,926095335.2528182,16186.17960723459
200,0.1,10,0.8,0.8,1.0,2.0,926121731.2193947,17375.97490368151
1500,0.01,10,0.6,0.6,0.0,0.5,926161228.3328916,16297.391641695205
1000,0.05,6,0.6,0.6,0.5,0.0,926379367.6080588,16948.498836151542
1500,0.01,8,0.6,0.6,0.0,2.0,926410411.47837,16330.921915132705
1000,0.05,6,0.6,0.6,0.5,0.5,926449274.9259984,16967.876912992295
200,0.1,6,0.6,0.8,1.0,0.0,926495950.8984425,16748.533872003423
200,0.1,6,0.6,0.8,1.0,0.5,926496332.4964677,16748.53807255993
1500,0.05,8,0.8,0.6,1.0,0.0,926577299.9517689,16605.030781785103
1000,0.05,8,0.8,0.6,1.0,0.0,926587944.453613,16605.366465111303
750,0.05,8,0.8,0.6,1.0,0.0,926633369.0634521,16605.659821810787
1000,0.05,6,0.8,0.8,2.0,0.0,926638425.7299428,16287.538192958047
500,0.1,6,0.6,0.6,1.0,2.0,926653649.5101721,16838.05042005565
500,0.05,8,0.8,0.6,1.0,0.0,926663140.2979567,16612.12288634418
750,0.1,6,0.6,0.6,1.0,2.0,926957611.4612966,16858.02600599315
1000,0.1,6,0.6,0.6,1.0,2.0,927024985.8644423,16861.623087007705
1500,0.05,10,0.8,0.6,0.5,0.0,927031490.4335704,16363.044360017124
1000,0.05,10,0.8,0.6,0.5,0.0,927034358.2500648,16363.068332619863
750,0.05,10,0.8,0.6,0.5,0.0,927035158.5992012,16363.065148758562
1500,0.1,6,0.6,0.6,1.0,2.0,927044175.1275022,16861.64728702911
500,0.05,10,0.8,0.6,0.5,0.0,927066962.5664772,16364.104318279109
1500,0.05,6,0.8,0.8,2.0,0.0,927229647.8784533,16304.685426476884
500,0.05,6,0.6,0.6,0.5,2.0,927299120.0852962,16342.414423694348
1500,0.05,6,0.6,0.6,0.5,0.0,927600286.2448134,16971.19164704623
1000,0.01,10,0.6,0.6,0.0,0.5,927993087.1582315,16333.67604880137
200,0.05,6,0.6,0.6,0.5,0.0,928238966.3631232,16405.195646939213
200,0.05,6,0.6,0.6,0.5,0.5,928239133.3868599,16405.19521885702
1500,0.05,6,0.6,0.6,0.5,0.5,928366753.7058148,17007.620157320205
200,0.1,6,0.6,0.8,1.0,1.0,928412109.7425845,16711.006983090752
1000,0.01,8,0.6,0.6,0.0,2.0,928547503.0820923,16288.971586044521
100,0.1,10,0.6,0.6,0.0,2.0,928961485.804342,16801.64240421661
750,0.05,6,0.6,0.8,0.5,2.0,928967687.0522664,16244.331469392124
200,0.05,10,0.8,0.6,0.5,0.0,929004640.3441445,16403.448028146406
1500,0.01,10,0.6,0.6,0.0,1.0,929202352.4882022,16316.32706817209
750,0.01,10,0.6,0.6,0.0,2.0,929375824.8844887,16418.960589683218
500,0.1,6,0.6,0.8,1.0,1.0,929701334.1251595,16827.357849957192
1000,0.05,6,0.6,0.8,0.5,2.0,929926115.3944198,16259.079275470891
750,0.01,6,0.8,0.8,0.5,2.0,930159430.6069946,16074.915493899829
500,0.05,6,0.6,0.8,0.5,2.0,930189974.7795882,16226.472816780823
1500,0.05,6,0.6,0.8,0.5,2.0,930228117.7020328,16265.990180864726
750,0.05,6,0.6,0.6,0.5,2.0,930235835.4575334,16424.42888484589
750,0.1,6,0.6,0.8,1.0,1.0,930248941.3741547,16828.876177226026
200,0.05,8,0.8,0.6,1.0,2.0,930255132.7652186,16643.680704195205
1000,0.1,6,0.6,0.8,1.0,1.0,930320836.8329016,16828.911761558218
1500,0.1,6,0.6,0.8,1.0,1.0,930328810.976597,16828.874879601884
1000,0.01,10,0.6,0.6,0.0,1.0,930330797.7317252,16340.902571168665
750,0.1,8,0.8,0.6,1.0,0.5,930493436.9592305,16841.98400042808
1500,0.1,8,0.8,0.6,1.0,0.5,930493440.0490042,16841.98804045377
1000,0.1,8,0.8,0.6,1.0,0.5,930493471.0795759,16841.98783979024
500,0.1,8,0.8,0.6,1.0,0.5,930506361.1163414,16842.175192636987
200,0.05,6,0.6,0.8,0.5,0.0,931331000.685386,16125.784942208904
750,0.01,8,0.6,0.6,0.0,2.0,931387953.6141493,16321.359883347603
750,0.01,10,0.6,0.6,0.0,0.0,931528999.0501212,16394.84480682791
100,0.1,6,0.6,0.6,1.0,0.0,931541268.1579247,16819.836071275684
100,0.1,6,0.6,0.6,1.0,0.5,931541462.2735182,16819.827496254282
100,0.1,6,0.6,0.6,1.0,1.0,931541597.3007332,16819.82840592894
200,0.05,8,0.8,0.8,2.0,2.0,931672750.191545,16854.439640410958
1500,0.1,10,0.6,0.6,0.0,2.0,931707453.7460465,16824.888538099316
1000,0.1,10,0.6,0.6,0.0,2.0,931707505.8463582,16824.891280500855
750,0.1,10,0.6,0.6,0.0,2.0,931707544.571268,16824.893594820205
500,0.1,10,0.6,0.6,0.0,2.0,931708106.7971509,16824.90600920377
200,0.1,10,0.6,0.6,0.0,2.0,931747047.6831678,16829.349381956337
200,0.1,8,0.8,0.6,1.0,0.5,931811709.0321999,16855.616184182363
500,0.05,6,0.8,0.8,2.0,1.0,931991664.4871246,16268.980054045376
1500,0.01,8,0.6,0.6,0.0,0.0,932367201.0270644,16434.731472067637
500,0.05,6,0.8,0.8,2.0,0.5,932438685.1436212,16286.139394263699
750,0.05,6,0.8,0.8,2.0,1.0,932502334.5790927,16325.129548373288
1000,0.05,6,0.6,0.6,0.5,2.0,932692841.6968745,16476.441633668663
100,0.1,6,0.6,0.6,1.0,2.0,932725645.3768077,16763.49776594606
750,0.05,6,0.8,0.8,2.0,0.5,932981453.0726823,16337.943198844177
100,0.1,8,0.6,0.8,1.0,0.0,933044114.9741606,17379.64407641267
100,0.1,8,0.6,0.8,1.0,0.5,933044150.9066018,17379.638631742295
1500,0.05,10,0.8,0.6,0.5,1.0,933062402.2521113,16467.55353702911
1000,0.05,10,0.8,0.6,0.5,1.0,933062420.0127008,16467.551824700342
750,0.05,10,0.8,0.6,0.5,1.0,933062529.6478794,16467.54228649401
500,0.05,10,0.8,0.6,0.5,1.0,933096842.4817737,16468.220770012842
1000,0.1,8,0.8,0.6,1.0,0.0,933124389.1254193,16790.016374143837
750,0.1,8,0.8,0.6,1.0,0.0,933124606.4955447,16790.025858839897
1500,0.1,8,0.8,0.6,1.0,0.0,933124746.8547461,16790.020159995718
500,0.1,8,0.8,0.6,1.0,0.0,933125714.3107917,16790.171045590752
500,0.1,8,0.8,0.6,1.0,2.0,933213947.3346816,16805.142711900684
750,0.1,8,0.8,0.6,1.0,2.0,933220413.566081,16805.217519263697
1500,0.1,8,0.8,0.6,1.0,2.0,933220496.1248142,16805.228448737158
1000,0.1,8,0.8,0.6,1.0,2.0,933220548.1600298,16805.227592572774
1500,0.05,6,0.6,0.6,0.5,2.0,933295404.9687266,16493.36096693065
1000,0.05,6,0.8,0.8,2.0,1.0,933345198.0715678,16360.149561215754
200,0.05,8,0.6,0.8,1.0,0.0,933554936.3358023,17009.789490582192
200,0.05,8,0.6,0.8,1.0,1.0,933555391.712497,17009.79411922089
200,0.05,8,0.6,0.8,1.0,0.5,933555398.2770296,17009.791149400684
200,0.05,8,0.6,0.8,1.0,2.0,933557190.3723985,17009.790614297945
1000,0.01,8,0.6,0.6,0.0,0.0,933558972.52047,16354.051343107876
200,0.05,8,0.8,0.8,2.0,0.5,933647765.4570173,16828.452616652397
200,0.05,8,0.8,0.8,2.0,1.0,933648097.6712953,16828.453713613013
500,0.1,8,0.8,0.6,1.0,1.0,933769418.973229,16779.646537885274
750,0.1,8,0.8,0.6,1.0,1.0,933769836.6057693,16779.603983839897
1000,0.1,8,0.8,0.6,1.0,1.0,933769865.3179969,16779.602311643837
1500,0.1,8,0.8,0.6,1.0,1.0,933769873.8544662,16779.60343535959
750,0.01,10,0.6,0.6,0.0,0.5,933856042.6219336,16375.704355736301
1500,0.01,8,0.6,0.6,0.0,0.5,933898961.634047,16397.86815068493
1500,0.05,10,0.8,0.6,0.5,0.5,933941531.9022999,16470.41752729024
750,0.05,10,0.8,0.6,0.5,0.5,933941644.5547452,16470.405835295376
1000,0.05,10,0.8,0.6,0.5,0.5,933941664.1033189,16470.41931988442
500,0.05,10,0.8,0.6,0.5,0.5,933949020.0299788,16470.494180757705
1500,0.05,6,0.8,0.8,2.0,1.0,934029250.9022313,16384.498461579624
200,0.1,6,0.6,0.6,1.0,2.0,934034317.3181854,16861.575676904966
200,0.1,8,0.8,0.6,1.0,2.0,934124366.1221979,16813.530340325342
200,0.1,8,0.8,0.6,1.0,0.0,934158951.1643845,16812.344097816782
1000,0.05,6,0.8,0.8,2.0,0.5,934247501.872393,16375.859548908391
200,0.1,8,0.8,0.6,1.0,1.0,934311522.6589726,16781.197988013697
500,0.01,6,0.6,0.8,1.0,0.0,934805819.6714733,16490.625147153252
500,0.01,6,0.6,0.8,1.0,0.5,934806541.4940219,16490.629133668663
1000,0.01,8,0.6,0.6,0.0,0.5,934853714.5479214,16333.856431934932
1500,0.05,6,0.8,0.8,2.0,0.5,934925328.0335138,16394.790453767124
200,0.05,8,0.8,0.6,1.0,0.5,935192198.1492018,16666.984629173803
500,0.01,6,0.6,0.8,1.0,1.0,935354246.4975644,16510.11717412243
500,0.01,6,0.6,0.8,1.0,2.0,935354426.8926134,16510.083074700342
750,0.01,8,0.6,0.6,0.0,0.0,935407476.5264193,16347.682015196919
200,0.05,8,0.8,0.6,1.0,0.0,935519593.8123635,16673.546620826197
1500,0.01,8,0.6,0.6,0.0,1.0,935599560.1045655,16380.988308005137
500,0.05,10,0.6,0.8,1.0,0.0,935717208.9895816,16761.10494702483
750,0.05,10,0.6,0.8,1.0,0.0,935717514.0096147,16761.966141374145
1000,0.05,10,0.6,0.8,1.0,0.0,935725307.9640139,16761.54118953339
1500,0.05,10,0.6,0.8,1.0,0.0,935727011.9564425,16761.513725385274
200,0.05,8,0.8,0.6,1.0,1.0,935843223.7396035,16679.441901220034
1000,0.01,8,0.6,0.6,0.0,1.0,936223547.2630057,16339.870852953767
750,0.01,10,0.6,0.6,0.0,1.0,936234140.719699,16387.15608946918
200,0.05,10,0.8,0.6,0.5,1.0,936258129.6491729,16504.71580693493
200,0.05,10,0.8,0.6,0.5,0.5,936380971.9478072,16507.508320847603
500,0.05,6,0.8,0.8,0.5,0.5,936621325.4747828,16601.215311964897
200,0.05,8,0.8,0.8,2.0,0.0,936665246.5537008,16852.960215111303
100,0.1,10,0.8,0.8,1.0,2.0,937475156.821093,17448.505351027397
1500,0.05,10,0.8,0.6,0.5,2.0,937846740.4656054,16427.45118525257
1000,0.05,10,0.8,0.6,0.5,2.0,937846749.5298558,16427.4501953125
750,0.05,10,0.8,0.6,0.5,2.0,937847006.7212813,16427.453245398116
500,0.05,10,0.8,0.6,0.5,2.0,937856182.0847881,16428.11717412243
100,0.1,6,0.6,0.8,1.0,0.0,937874437.4287409,16789.568305864726
100,0.1,6,0.6,0.8,1.0,0.5,937874569.5478,16789.570820847603
100,0.1,6,0.6,0.8,1.0,1.0,937875725.0573289,16789.573188677226
100,0.1,6,0.6,0.8,1.0,2.0,937877286.1086769,16789.578780500855
500,0.05,6,0.8,0.8,0.5,0.0,938306864.8419861,16632.035303403252
750,0.01,8,0.6,0.6,0.0,0.5,938436774.2462436,16357.59312125428
750,0.05,6,0.8,0.8,0.5,0.5,938536200.7443687,16597.364685894692
750,0.05,6,0.8,0.6,1.0,0.0,938903625.5097882,16183.390611622432
500,0.01,6,0.8,0.6,0.5,0.5,939029776.368385,16507.022875642124
500,0.01,6,0.8,0.6,0.5,1.0,939030403.39642,16507.024828767124
1000,0.05,6,0.8,0.8,0.5,0.5,939234533.9288088,16600.584706763697
500,0.01,6,0.8,0.6,0.5,0.0,939265660.4091064,16500.11455211901
1000,0.05,6,0.8,0.6,1.0,0.0,939375327.2289826,16194.893260380994
500,0.05,6,0.8,0.8,0.5,1.0,939376088.3928806,16649.595555971748
1500,0.05,6,0.8,0.6,1.0,0.0,939415193.4887626,16200.58762307363
1500,0.05,6,0.8,0.8,0.5,0.5,939494990.2750958,16602.900952482876
500,0.05,6,0.8,0.6,1.0,0.0,939697794.5770873,16164.136691994863
500,0.05,6,0.8,0.8,0.5,2.0,940034355.9983457,16689.139461151542
500,0.01,6,0.8,0.6,0.5,2.0,940450065.0969361,16518.016721960616
750,0.01,8,0.6,0.6,0.0,1.0,940546890.68663,16375.600438784246
200,0.05,10,0.8,0.6,0.5,2.0,940698354.577478,16466.710790346748
750,0.05,6,0.8,0.8,0.5,1.0,940699268.2519933,16663.204823951197
750,0.05,6,0.8,0.8,0.5,0.0,941019431.9798545,16662.401019370718
100,0.1,8,0.8,0.6,1.0,0.0,941187324.6765664,16855.718683112158
1000,0.05,6,0.8,0.8,0.5,1.0,941454132.4820151,16670.35439854452
1000,0.05,6,0.8,0.8,0.5,0.0,941720295.3188583,16670.129320954624
1500,0.05,6,0.8,0.8,0.5,0.0,941798013.0341187,16669.769758668663
200,0.05,6,0.6,0.8,0.5,2.0,941817234.2105489,16098.112772902397
1500,0.05,6,0.8,0.8,0.5,1.0,941979143.8927345,16678.186122110445
200,0.1,8,0.8,0.8,0.5,2.0,942137087.2593006,17515.98706389127
1000,0.05,6,0.8,0.8,0.5,2.0,942359551.5926012,16709.488709332192
1500,0.05,6,0.8,0.8,0.5,2.0,942393558.2518885,16711.841154751713
100,0.1,8,0.8,0.6,1.0,1.0,942531841.5525973,16853.99201359161
