n_estimators,learning_rate,max_depth,subsample,colsample_bytree,reg_lambda,reg_alpha,mse,mae
100,0.01,8,0.8,0.8,1.0,0.0,2253760097.5621223,27988.700449486303
100,0.01,8,0.8,0.8,1.0,0.5,2253761279.3801117,27988.71414811644
100,0.01,8,0.8,0.8,1.0,1.0,2253761978.7286,27988.722629494863
100,0.01,8,0.8,0.8,1.0,2.0,2253763895.518339,27988.74874250856
1000,0.001,8,0.8,0.6,1.0,2.0,2254161145.843833,28157.867401541094
1000,0.001,8,0.8,0.6,1.0,0.5,2254181500.5186276,28154.03539704623
1000,0.001,8,0.8,0.6,1.0,1.0,2254182766.471776,28154.049684289384
1000,0.001,8,0.8,0.6,1.0,0.0,2254188188.739168,28153.868792808218
100,0.01,6,0.8,0.8,1.0,0.0,2256187401.13673,28037.077536386987
100,0.01,6,0.8,0.8,1.0,0.5,2256187856.0161023,28037.083208476026
100,0.01,6,0.8,0.8,1.0,1.0,2256188580.7689652,28037.08954944349
100,0.01,6,0.8,0.8,1.0,2.0,2256189859.2901855,28037.103462114726
1000,0.001,10,0.8,0.8,1.0,0.0,2256190437.4934072,28211.98017444349
1000,0.001,10,0.8,0.8,1.0,1.0,2256559541.003295,28211.832084760274
1000,0.001,10,0.8,0.8,1.0,0.5,2256565618.7906637,28211.905848672945
1000,0.001,10,0.8,0.8,1.0,2.0,2256591447.5017,28210.800005351026
100,0.01,6,0.8,0.6,1.0,0.0,2259257219.630351,28183.68209546233
100,0.01,6,0.8,0.6,1.0,0.5,2259257685.19016,28183.689025042808
100,0.01,6,0.8,0.6,1.0,1.0,2259258254.865242,28183.695901113013
100,0.01,6,0.8,0.6,1.0,2.0,2259538933.864029,28182.44742615582
1000,0.001,8,0.6,0.8,0.5,2.0,2261014627.364857,28173.816433005137
1000,0.001,6,0.6,0.8,0.5,0.5,2261942692.409839,28317.38110017123
1000,0.001,6,0.6,0.8,0.5,0.0,2261942735.606251,28317.417647688355
1000,0.001,6,0.6,0.8,0.5,1.0,2261943949.136896,28317.391053082192
1000,0.001,8,0.6,0.8,0.5,0.0,2261945101.7386174,28183.50805329623
1000,0.001,6,0.6,0.8,0.5,2.0,2261945389.186374,28317.408872003423
1000,0.001,8,0.6,0.8,0.5,0.5,2261967750.314924,28183.430623929795
1000,0.001,8,0.6,0.8,0.5,1.0,2261968531.5082374,28183.495531892124
100,0.01,8,0.8,0.6,1.0,0.0,2265057281.9211783,28190.16053082192
100,0.01,8,0.8,0.6,1.0,0.5,2265058214.3212767,28190.170671018837
100,0.01,8,0.8,0.6,1.0,1.0,2265059363.0201573,28190.18156035959
100,0.01,8,0.8,0.6,1.0,2.0,2265061466.693448,28190.205185145547
1000,0.001,10,0.8,0.6,1.0,1.0,2269018778.9976974,28351.14672517123
1000,0.001,10,0.6,0.8,0.5,0.0,2269034171.8078647,28229.028199914384
1000,0.001,10,0.8,0.6,1.0,0.0,2269096835.3193383,28354.69584760274
1000,0.001,10,0.6,0.8,0.5,1.0,2269193012.591172,28231.074191994863
1000,0.001,10,0.6,0.8,0.5,2.0,2269227793.2690706,28233.650390625
1000,0.001,10,0.6,0.8,0.5,0.5,2269334771.9437823,28233.231672731163
1000,0.001,10,0.8,0.6,1.0,0.5,2269505807.0801535,28356.354157748287
1000,0.001,10,0.8,0.6,1.0,2.0,2269565362.643658,28357.447212114726
100,0.01,10,0.8,0.8,1.0,2.0,2273397940.0670896,28071.554018621577
100,0.01,10,0.8,0.8,1.0,0.5,2273878701.9698358,28083.30094178082
100,0.01,10,0.8,0.8,1.0,0.0,2273879416.314494,28083.349181292808
100,0.01,10,0.8,0.8,1.0,1.0,2273880039.692355,28083.315897902397
100,0.01,10,0.8,0.6,1.0,1.0,2286819292.1480165,28390.282480736303
100,0.01,10,0.8,0.6,1.0,0.5,2286829701.264149,28390.311135488013
100,0.01,10,0.8,0.6,1.0,2.0,2286868954.1435394,28391.51554473459
100,0.01,10,0.8,0.6,1.0,0.0,2287815234.953177,28391.78221318493
1000,0.001,6,0.6,0.6,1.0,0.0,2317569232.823118,28507.819135273974
1000,0.001,6,0.6,0.6,1.0,0.5,2317570165.5939007,28507.827295590752
1000,0.001,6,0.6,0.6,1.0,1.0,2317571073.304782,28507.832753638697
1000,0.001,6,0.6,0.6,1.0,2.0,2317572793.576853,28507.848084332192
100,0.01,6,0.6,0.8,1.0,0.0,2318576115.385232,28365.405153039384
100,0.01,6,0.6,0.8,1.0,0.5,2318577088.1259885,28365.413634417808
100,0.01,6,0.6,0.8,1.0,1.0,2318577766.7035093,28365.42160744863
100,0.01,6,0.6,0.8,1.0,2.0,2318579671.5245714,28365.44116545377
1000,0.001,8,0.6,0.6,1.0,2.0,2320540044.276324,28471.578633347603
1000,0.001,8,0.6,0.6,1.0,1.0,2320558543.84273,28471.646805436645
1000,0.001,8,0.6,0.6,1.0,0.5,2320613936.6908317,28471.14985552226
1000,0.001,8,0.6,0.6,1.0,0.0,2321094146.6927004,28464.77619327911
1000,0.001,6,0.6,0.8,1.0,0.0,2323783777.5805306,28518.291042380137
1000,0.001,6,0.6,0.8,1.0,0.5,2323784468.753132,28518.30070098459
1000,0.001,6,0.6,0.8,1.0,1.0,2323785265.1870403,28518.309235873287
1000,0.001,6,0.6,0.8,1.0,2.0,2323802928.3002768,28518.745665667808
100,0.01,6,0.6,0.6,1.0,0.0,2324186275.063868,28422.952028039384
100,0.01,6,0.6,0.6,1.0,0.5,2324187461.826452,28422.962061215752
100,0.01,6,0.6,0.6,1.0,1.0,2324188146.3078527,28422.968937285958
100,0.01,6,0.6,0.6,1.0,2.0,2324189406.6032605,28422.985605736303
1000,0.001,10,0.6,0.6,1.0,2.0,2330595057.061324,28618.028895547945
1000,0.001,10,0.6,0.6,1.0,1.0,2330614147.50501,28616.150203339042
1000,0.001,10,0.6,0.6,1.0,0.0,2330707770.099594,28619.062687285958
1000,0.001,8,0.6,0.8,1.0,0.0,2330946503.696677,28456.978863441782
1000,0.001,8,0.6,0.8,1.0,0.5,2330947396.2336903,28456.978569135274
1000,0.001,10,0.6,0.6,1.0,0.5,2330947628.542984,28623.55779109589
1000,0.001,8,0.6,0.8,1.0,1.0,2330953042.9618707,28457.13396297089
1000,0.001,8,0.6,0.8,1.0,2.0,2330955936.9325886,28457.18680436644
100,0.01,8,0.6,0.8,1.0,0.0,2334425617.3840814,28338.04500214041
100,0.01,8,0.6,0.8,1.0,0.5,2334427018.7959495,28338.06241973459
100,0.01,8,0.6,0.8,1.0,1.0,2334428057.7461295,28338.07713505993
100,0.01,8,0.6,0.8,1.0,2.0,2334431041.797844,28338.108465325342
1000,0.001,10,0.6,0.8,1.0,2.0,2338815730.076184,28580.373769263697
1000,0.001,10,0.6,0.8,1.0,0.0,2338890004.65597,28580.642176797945
1000,0.001,10,0.6,0.8,1.0,1.0,2338892101.2366505,28580.699272260274
1000,0.001,10,0.6,0.8,1.0,0.5,2338892606.7876263,28580.66767444349
100,0.01,10,0.6,0.8,1.0,1.0,2346001653.635995,28517.074432791094
100,0.01,10,0.6,0.8,1.0,0.0,2346020339.236519,28517.295109160958
100,0.01,10,0.6,0.8,1.0,0.5,2346021722.1854444,28517.312981592466
100,0.01,10,0.6,0.8,1.0,2.0,2346088658.8672357,28519.558647260274
100,0.01,8,0.6,0.6,1.0,0.0,2360275474.8651714,28525.973485659248
100,0.01,8,0.6,0.6,1.0,0.5,2360276744.6435404,28525.986675941782
100,0.01,8,0.6,0.6,1.0,1.0,2360278184.8272214,28526.002675513697
100,0.01,8,0.6,0.6,1.0,2.0,2360280304.802722,28526.02956442637
100,0.01,10,0.6,0.6,1.0,0.0,2376763638.5679297,28708.65330693493
100,0.01,10,0.6,0.6,1.0,0.5,2376765048.0645666,28708.669520547945
100,0.01,10,0.6,0.6,1.0,1.0,2376766745.700382,28708.688516695205
100,0.01,10,0.6,0.6,1.0,2.0,2376769547.4746346,28708.722843535958
1000,0.001,6,0.8,0.6,2.0,0.0,2409549539.58235,28624.02298266267
1000,0.001,6,0.8,0.6,2.0,0.5,2409550248.1168947,28624.027825342466
1000,0.001,6,0.8,0.6,2.0,1.0,2409550732.0486617,28624.033176369863
1000,0.001,6,0.8,0.6,2.0,2.0,2409551808.7901745,28624.044600813355
1000,0.001,8,0.8,0.6,2.0,2.0,2425890555.2814007,28739.34968964041
1000,0.001,8,0.8,0.6,2.0,0.5,2425904936.6733065,28739.582860659248
1000,0.001,8,0.8,0.6,2.0,0.0,2425905021.0425024,28739.602659460616
1000,0.001,8,0.8,0.6,2.0,1.0,2425906024.5959067,28739.594338613013
1000,0.001,6,0.8,0.8,2.0,0.5,2432215445.823807,28564.254468107876
1000,0.001,6,0.8,0.8,2.0,1.0,2432215914.598172,28564.261852525684
1000,0.001,6,0.8,0.8,2.0,0.0,2432215986.2802787,28564.26525042808
1000,0.001,6,0.8,0.8,2.0,2.0,2432217109.653616,28564.27381207192
100,0.01,6,0.6,0.8,2.0,0.0,2434616865.887894,28696.55326947774
100,0.01,6,0.6,0.8,2.0,0.5,2434617578.7266183,28696.558406464042
100,0.01,6,0.6,0.8,2.0,1.0,2434618253.8876057,28696.566754066782
100,0.01,6,0.6,0.8,2.0,2.0,2434619346.8810225,28696.581710188355
1000,0.001,10,0.8,0.6,2.0,2.0,2441370771.5774403,28982.726696275684
1000,0.001,10,0.8,0.6,2.0,0.0,2441494557.7872877,28983.30618578767
1000,0.001,10,0.8,0.6,2.0,0.5,2441513188.5389996,28983.78098244863
1000,0.001,10,0.8,0.6,2.0,1.0,2441514338.3479905,28983.744354666094
100,0.01,6,0.8,0.6,2.0,0.0,2445551022.0172276,28650.762441138697
100,0.01,6,0.8,0.6,2.0,0.5,2445551553.481442,28650.76899614726
100,0.01,6,0.8,0.6,2.0,1.0,2445552096.6304364,28650.776487585616
100,0.01,6,0.8,0.6,2.0,2.0,2445553305.3891425,28650.78791202911
1000,0.001,6,0.6,0.6,2.0,2.0,2446232536.5547085,28980.240796232876
1000,0.001,6,0.6,0.6,2.0,0.0,2446706916.330833,28980.672436857876
1000,0.001,6,0.6,0.6,2.0,0.5,2446707715.130647,28980.679714255137
1000,0.001,6,0.6,0.6,2.0,1.0,2446708388.092837,28980.68386130137
1000,0.001,8,0.8,0.8,2.0,0.0,2450649106.3997583,28651.32767016267
1000,0.001,8,0.8,0.8,2.0,2.0,2450714000.0263195,28651.761584974316
1000,0.001,8,0.8,0.8,2.0,1.0,2450731523.6707735,28651.84267979452
1000,0.001,8,0.8,0.8,2.0,0.5,2450732586.3582973,28651.783176369863
100,0.01,8,0.6,0.8,2.0,1.0,2451756606.386944,28810.094873715752
100,0.01,8,0.6,0.8,2.0,2.0,2451758312.9099374,28810.116705907534
100,0.01,8,0.6,0.8,2.0,0.0,2452317636.6157694,28811.647233518837
100,0.01,8,0.6,0.8,2.0,0.5,2452318322.5221,28811.65600920377
1000,0.001,6,0.6,0.8,2.0,0.0,2453071262.9427834,28887.48563249144
1000,0.001,6,0.6,0.8,2.0,0.5,2453072068.6639857,28887.492963398974
1000,0.001,6,0.6,0.8,2.0,1.0,2453072383.452568,28887.49654858733
1000,0.001,6,0.6,0.8,2.0,2.0,2453073691.9893255,28887.512280607876
100,0.01,8,0.8,0.6,2.0,0.0,2462263643.847908,28935.33318172089
100,0.01,8,0.8,0.6,2.0,0.5,2462264798.192886,28935.345729880137
100,0.01,8,0.8,0.6,2.0,1.0,2462265573.1596003,28935.354692851026
100,0.01,8,0.8,0.6,2.0,2.0,2462265758.5312824,28935.350519049658
100,0.01,8,0.8,0.8,2.0,0.0,2463731072.2934413,28550.93680436644
100,0.01,8,0.8,0.8,2.0,0.5,2463741231.2660055,28550.977204623287
100,0.01,8,0.8,0.8,2.0,1.0,2463742064.3871284,28550.98579302226
100,0.01,8,0.8,0.8,2.0,2.0,2463743390.7626414,28551.003424657534
1000,0.001,8,0.6,0.6,2.0,2.0,2464618789.024841,29109.990796232876
100,0.01,6,0.8,0.8,2.0,0.0,2464794499.5409346,28567.955987799658
100,0.01,6,0.8,0.8,2.0,0.5,2464794921.342015,28567.963077910958
100,0.01,6,0.8,0.8,2.0,1.0,2464795411.6107264,28567.96733197774
100,0.01,6,0.8,0.8,2.0,2.0,2464796150.7867236,28567.980147688355
1000,0.001,8,0.6,0.6,2.0,0.0,2464974565.011759,29111.30690817637
1000,0.001,8,0.6,0.6,2.0,0.5,2464975833.9984775,29111.306854666094
1000,0.001,8,0.6,0.6,2.0,1.0,2464976997.428477,29111.318760702055
1000,0.001,10,0.8,0.8,2.0,0.0,2467660078.353264,28884.962997645547
1000,0.001,10,0.8,0.8,2.0,0.5,2467661055.567153,28884.97567958048
1000,0.001,10,0.8,0.8,2.0,1.0,2467661650.6468644,28884.986354880137
1000,0.001,10,0.8,0.8,2.0,2.0,2467686769.592863,28885.256367722603
1000,0.001,8,0.6,0.8,2.0,0.0,2470690565.7127233,28972.716047731163
1000,0.001,8,0.6,0.8,2.0,0.5,2470691520.9816637,28972.728087542808
1000,0.001,8,0.6,0.8,2.0,1.0,2470692480.491138,28972.738629066782
1000,0.001,8,0.6,0.8,2.0,2.0,2470733921.0496736,28973.93351348459
100,0.01,10,0.8,0.6,2.0,0.0,2472256305.816973,29180.498903039384
100,0.01,10,0.8,0.6,2.0,0.5,2472257406.4288697,29180.513484589042
100,0.01,10,0.8,0.6,2.0,1.0,2472257995.7491574,29180.52298266267
100,0.01,10,0.8,0.6,2.0,2.0,2472272317.2760677,29180.68075770548
100,0.01,6,0.6,0.6,2.0,0.0,2472548885.1303015,28802.85148223459
100,0.01,6,0.6,0.6,2.0,0.5,2472549486.944974,28802.858732876713
100,0.01,6,0.6,0.6,2.0,1.0,2472550125.4680433,28802.86630458048
100,0.01,6,0.6,0.6,2.0,2.0,2472551229.5069857,28802.880966395547
1000,0.001,10,0.6,0.6,2.0,2.0,2475560902.983272,29312.824539811645
1000,0.001,10,0.6,0.6,2.0,1.0,2475589689.1261673,29313.230896832192
1000,0.001,10,0.6,0.6,2.0,0.0,2475624574.9306564,29313.970810145547
1000,0.001,10,0.6,0.6,2.0,0.5,2475625351.595848,29313.98303724315
100,0.01,10,0.6,0.8,2.0,2.0,2481307480.829594,29043.64498608733
100,0.01,10,0.6,0.8,2.0,0.0,2481395097.646282,29045.500508347603
100,0.01,10,0.6,0.8,2.0,0.5,2481396026.1821284,29045.511825770547
100,0.01,10,0.6,0.8,2.0,1.0,2481397143.2025676,29045.52761130137
1000,0.001,10,0.6,0.8,2.0,2.0,2487669472.219095,29179.784754922945
1000,0.001,10,0.6,0.8,2.0,1.0,2488050754.615997,29182.259578339042
1000,0.001,10,0.6,0.8,2.0,0.0,2488234234.8146815,29184.007036601026
1000,0.001,10,0.6,0.8,2.0,0.5,2488235768.1570325,29184.032025898974
100,0.01,10,0.8,0.8,2.0,0.0,2488295717.1574197,28842.00179259418
100,0.01,10,0.8,0.8,2.0,0.5,2488296669.1836658,28842.015437714042
100,0.01,10,0.8,0.8,2.0,1.0,2488297766.428571,28842.02822666952
100,0.01,10,0.8,0.8,2.0,2.0,2488299175.1443214,28842.046018835616
100,0.01,8,0.6,0.6,2.0,0.0,2491776144.3025494,29042.981779751713
100,0.01,8,0.6,0.6,2.0,0.5,2491777088.0720415,29042.99547838185
100,0.01,8,0.6,0.6,2.0,1.0,2491777718.592081,29043.000133775684
100,0.01,8,0.6,0.6,2.0,2.0,2491779823.109136,29043.024213398974
100,0.01,10,0.6,0.6,2.0,0.0,2499449526.3743386,29198.052680864726
100,0.01,10,0.6,0.6,2.0,0.5,2499450988.021437,29198.066620291094
100,0.01,10,0.6,0.6,2.0,1.0,2499451608.607425,29198.06985766267
100,0.01,10,0.6,0.6,2.0,2.0,2499464180.101526,29198.336338827055
750,0.001,10,0.8,0.6,0.0,2.0,2529054137.2590623,31318.52841395548
750,0.001,10,0.8,0.6,0.0,1.0,2529081784.49045,31317.144477739726
750,0.001,10,0.8,0.6,0.0,0.0,2529258135.069635,31321.51787243151
750,0.001,10,0.8,0.6,0.0,0.5,2529295199.456644,31320.153654751713
750,0.001,8,0.8,0.6,0.0,0.0,2549591559.880762,31531.981752996577
750,0.001,8,0.8,0.6,0.0,1.0,2549606983.843799,31532.130029965752
750,0.001,8,0.8,0.6,0.0,2.0,2549610800.4613256,31532.18233625856
750,0.001,8,0.8,0.6,0.0,0.5,2549701450.782757,31532.78935680651
750,0.001,10,0.6,0.6,0.0,2.0,2564692039.8437033,31486.66617615582
750,0.001,10,0.6,0.6,0.0,0.0,2564740936.383713,31488.294333261987
750,0.001,10,0.6,0.6,0.0,0.5,2564756883.0737405,31487.688971532534
750,0.001,10,0.6,0.6,0.0,1.0,2564770708.2520566,31489.226348458906
750,0.001,10,0.8,0.8,0.0,0.5,2576743480.0524225,31284.560867936645
750,0.001,10,0.8,0.8,0.0,1.0,2576810782.567681,31285.126230736303
750,0.001,10,0.8,0.8,0.0,2.0,2576841519.129681,31286.167861729453
750,0.001,10,0.8,0.8,0.0,0.0,2577024992.015067,31286.34013805651
750,0.001,8,0.6,0.6,0.0,0.0,2578569734.005895,31680.595221532534
750,0.001,8,0.6,0.6,0.0,1.0,2578644855.7807584,31680.508588398974
750,0.001,8,0.6,0.6,0.0,2.0,2578677000.082517,31680.72086365582
750,0.001,8,0.6,0.6,0.0,0.5,2578940879.0890417,31681.107288099316
750,0.001,8,0.8,0.8,0.0,1.0,2597448195.1393623,31530.12235124144
750,0.001,8,0.8,0.8,0.0,0.5,2597449468.352597,31529.99138484589
750,0.001,8,0.8,0.8,0.0,0.0,2597459370.135746,31530.053777825342
750,0.001,8,0.8,0.8,0.0,2.0,2597460379.6653967,31530.293878424658
750,0.001,6,0.8,0.6,0.0,0.0,2600953313.556502,32055.123100385274
750,0.001,6,0.8,0.6,0.0,1.0,2600957594.784195,32055.14541416952
750,0.001,6,0.8,0.6,0.0,2.0,2600960041.56127,32055.164008989726
750,0.001,6,0.8,0.6,0.0,0.5,2601494005.50506,32058.156116224316
750,0.001,10,0.6,0.8,0.0,0.0,2605217310.3222413,31559.35094713185
750,0.001,10,0.6,0.8,0.0,1.0,2605241016.059825,31559.049389982876
750,0.001,10,0.6,0.8,0.0,0.5,2605255822.3210764,31559.672356592466
750,0.001,10,0.6,0.8,0.0,2.0,2605436431.7570605,31561.793022260274
750,0.001,8,0.6,0.8,0.0,2.0,2617425798.8348765,31724.130511558218
750,0.001,8,0.6,0.8,0.0,0.0,2617542429.825561,31724.39897260274
750,0.001,8,0.6,0.8,0.0,0.5,2617565353.75788,31723.98135166952
750,0.001,8,0.6,0.8,0.0,1.0,2617582458.09918,31724.15287885274
750,0.001,6,0.6,0.6,0.0,0.0,2633720103.4825764,32244.04438677226
750,0.001,6,0.6,0.6,0.0,0.5,2633722248.3938894,32244.057951626713
750,0.001,6,0.6,0.6,0.0,1.0,2633724445.0068865,32244.07314854452
750,0.001,6,0.6,0.6,0.0,2.0,2633725050.834718,32244.045751284248
750,0.001,6,0.8,0.8,0.0,0.0,2656429435.340011,32136.25345141267
750,0.001,6,0.8,0.8,0.0,0.5,2656455728.310309,32136.74983946918
750,0.001,6,0.8,0.8,0.0,1.0,2656456889.2275195,32136.75984589041
750,0.001,6,0.8,0.8,0.0,2.0,2656461930.628259,32136.854371789384
750,0.001,6,0.6,0.8,0.0,0.0,2673793222.0224023,32275.493230950342
750,0.001,6,0.6,0.8,0.0,0.5,2673793963.6125617,32275.506902825342
750,0.001,6,0.6,0.8,0.0,1.0,2673796171.801333,32275.52094927226
750,0.001,6,0.6,0.8,0.0,2.0,2673801515.9262433,32275.552172517124
750,0.001,8,0.8,0.6,0.5,2.0,2720764898.653622,32320.941272474316
750,0.001,8,0.8,0.6,0.5,0.0,2720874499.004453,32322.28063463185
750,0.001,8,0.8,0.6,0.5,0.5,2720876151.5546484,32322.296286386987
750,0.001,8,0.8,0.6,0.5,1.0,2720877738.1771817,32322.31116224315
750,0.001,8,0.8,0.8,0.5,0.0,2723333037.741544,32291.18811536815
750,0.001,8,0.8,0.8,0.5,2.0,2723399354.502963,32291.76198630137
750,0.001,8,0.8,0.8,0.5,1.0,2723444005.9286847,32291.303510273974
750,0.001,8,0.8,0.8,0.5,0.5,2723447759.4159327,32291.269745291094
750,0.001,10,0.8,0.8,0.5,2.0,2728870285.9096613,32344.867321275684
750,0.001,10,0.8,0.8,0.5,1.0,2728883831.0779476,32344.712462542808
750,0.001,10,0.8,0.8,0.5,0.0,2728890588.6597457,32345.035477311645
750,0.001,10,0.8,0.8,0.5,0.5,2728892543.9881415,32345.05709546233
750,0.001,6,0.8,0.8,0.5,2.0,2730325016.038866,32466.993391481163
750,0.001,6,0.8,0.8,0.5,0.5,2730328457.744149,32466.49443493151
750,0.001,6,0.8,0.8,0.5,1.0,2730329560.3295984,32466.50414704623
750,0.001,6,0.8,0.8,0.5,0.0,2730557317.5596557,32471.33815817637
750,0.001,6,0.8,0.6,0.5,0.0,2731304727.1897416,32491.803215967466
750,0.001,6,0.8,0.6,0.5,0.5,2731304872.408201,32491.791925299658
750,0.001,6,0.8,0.6,0.5,1.0,2731305832.3518376,32491.800460188355
750,0.001,6,0.8,0.6,0.5,2.0,2731307904.6365004,32491.81843964041
750,0.001,10,0.8,0.6,0.5,0.5,2733906183.175634,32401.108946917808
750,0.001,10,0.8,0.6,0.5,0.0,2734140161.9012628,32401.63760166952
750,0.001,10,0.8,0.6,0.5,1.0,2734214945.532758,32402.756421232876
750,0.001,10,0.8,0.6,0.5,2.0,2734266812.2471867,32403.224047517124
750,0.001,8,0.6,0.6,0.5,0.5,2784540513.130832,32641.14977525685
750,0.001,8,0.6,0.6,0.5,1.0,2784542003.472561,32641.166443707192
750,0.001,8,0.6,0.6,0.5,2.0,2784594736.006739,32641.80912885274
750,0.001,8,0.6,0.6,0.5,0.0,2784709904.3529305,32643.30618578767
750,0.001,6,0.6,0.6,0.5,0.0,2786007173.4548807,32785.93675085616
750,0.001,6,0.6,0.6,0.5,0.5,2786010278.372989,32785.955854023974
750,0.001,6,0.6,0.6,0.5,1.0,2786011280.1918902,32785.966020976026
750,0.001,6,0.6,0.6,0.5,2.0,2786050864.782929,32786.49989297945
750,0.001,8,0.8,0.8,1.0,0.0,2791109694.9082813,32569.252675513697
750,0.001,8,0.8,0.8,1.0,0.5,2791110633.426816,32569.264180222603
750,0.001,8,0.8,0.8,1.0,2.0,2791308484.627724,32572.997217465752
750,0.001,8,0.8,0.8,1.0,1.0,2791319348.724081,32573.14755458048
750,0.001,6,0.8,0.8,1.0,0.0,2792910383.5358696,32638.33157641267
750,0.001,6,0.8,0.8,1.0,0.5,2792911475.03504,32638.34099422089
750,0.001,6,0.8,0.8,1.0,1.0,2792912043.1320677,32638.34720141267
750,0.001,6,0.8,0.8,1.0,2.0,2792913006.865503,32638.358652611303
750,0.001,10,0.6,0.6,0.5,2.0,2792942901.275092,32747.521537885274
750,0.001,8,0.6,0.8,0.5,2.0,2792979819.1419735,32696.460964255137
750,0.001,10,0.6,0.6,0.5,0.0,2792987022.962105,32748.068840967466
750,0.001,10,0.6,0.6,0.5,0.5,2792987835.1437054,32748.120745933218
750,0.001,8,0.6,0.8,0.5,1.0,2793815018.2677913,32703.13069884418
750,0.001,8,0.6,0.8,0.5,0.0,2793818385.2920446,32703.286547517124
750,0.001,8,0.6,0.8,0.5,0.5,2793820168.5900626,32703.305463398974
750,0.001,10,0.6,0.6,0.5,1.0,2794491832.454265,32750.21163313356
750,0.001,6,0.6,0.8,0.5,0.5,2796065090.7412257,32827.34690710616
750,0.001,6,0.6,0.8,0.5,0.0,2796065540.5237856,32827.38698630137
750,0.001,6,0.6,0.8,0.5,1.0,2796066363.3790812,32827.35659246575
750,0.001,6,0.6,0.8,0.5,2.0,2796067976.507399,32827.37200342466
750,0.001,10,0.6,0.8,0.5,1.0,2799621010.6641946,32761.16435680651
750,0.001,10,0.6,0.8,0.5,0.5,2799669603.44116,32762.15633026541
750,0.001,10,0.6,0.8,0.5,2.0,2799740601.98964,32763.85439854452
750,0.001,10,0.6,0.8,0.5,0.0,2799748026.9837527,32761.177734375
750,0.001,10,0.8,0.8,1.0,0.0,2802487989.5950556,32685.413848458906
750,0.001,10,0.8,0.8,1.0,2.0,2802653522.6728873,32685.700502996577
750,0.001,10,0.8,0.8,1.0,0.5,2802793834.825678,32686.545965325342
750,0.001,10,0.8,0.8,1.0,1.0,2802795066.7373867,32686.560600385274
750,0.001,6,0.8,0.6,1.0,1.0,2806228645.0833282,32705.714870505137
750,0.001,6,0.8,0.6,1.0,2.0,2806230291.4847603,32705.72798052226
750,0.001,6,0.8,0.6,1.0,0.0,2806253813.3183985,32706.082940924658
750,0.001,6,0.8,0.6,1.0,0.5,2806254267.1289277,32706.08631207192
750,0.001,8,0.8,0.6,1.0,2.0,2809293529.1562023,32648.513645119863
750,0.001,8,0.8,0.6,1.0,0.5,2809380663.337492,32645.885675299658
750,0.001,8,0.8,0.6,1.0,0.0,2809380760.642802,32645.837917380137
750,0.001,8,0.8,0.6,1.0,1.0,2809381690.353895,32645.897715111303
750,0.001,10,0.8,0.6,1.0,0.0,2824056725.594867,32819.62711365582
750,0.001,10,0.8,0.6,1.0,1.0,2824227916.740502,32819.65657106164
750,0.001,10,0.8,0.6,1.0,0.5,2824289064.6343684,32819.44673052226
750,0.001,10,0.8,0.6,1.0,2.0,2824306279.019247,32819.91291202911
750,0.001,6,0.6,0.8,1.0,0.0,2871295306.305009,33002.77006635274
750,0.001,6,0.6,0.8,1.0,0.5,2871296076.1928964,33002.77814640411
750,0.001,6,0.6,0.8,1.0,1.0,2871296625.761188,33002.78456763698
750,0.001,6,0.6,0.8,1.0,2.0,2871297727.709933,33002.79655393836
750,0.001,6,0.6,0.6,1.0,0.0,2871922702.7934628,33003.856324914384
750,0.001,6,0.6,0.6,1.0,0.5,2871923801.720648,33003.865368150684
750,0.001,6,0.6,0.6,1.0,1.0,2871924605.1135087,33003.87018407534
750,0.001,6,0.6,0.6,1.0,2.0,2871926461.044902,33003.885273972606
750,0.001,8,0.6,0.6,1.0,0.5,2872950696.39768,32977.55934289384
750,0.001,8,0.6,0.6,1.0,1.0,2873092269.6691656,32978.334439212325
750,0.001,8,0.6,0.6,1.0,2.0,2873092436.935685,32978.2917380137
750,0.001,8,0.6,0.6,1.0,0.0,2873416728.4694605,32973.93557363014
750,0.001,8,0.6,0.8,1.0,0.0,2875391855.0147414,32967.05712221746
750,0.001,8,0.6,0.8,1.0,0.5,2875393246.4117274,32967.070178724316
750,0.001,8,0.6,0.8,1.0,1.0,2875395111.040534,32967.101268193495
750,0.001,8,0.6,0.8,1.0,2.0,2875398394.9865255,32967.1438088613
750,0.001,10,0.6,0.6,1.0,2.0,2883249537.2698584,33101.8234963613
750,0.001,10,0.6,0.6,1.0,1.0,2883317585.0423074,33100.91015625
750,0.001,10,0.6,0.6,1.0,0.0,2883336967.4704175,33102.62371575343
750,0.001,10,0.6,0.6,1.0,0.5,2883536708.6829157,33105.76064854452
750,0.001,10,0.6,0.8,1.0,0.0,2885012272.790946,33065.211793664384
750,0.001,10,0.6,0.8,1.0,0.5,2885014551.78695,33065.23046875
750,0.001,10,0.6,0.8,1.0,1.0,2885015067.8682766,33065.21430864726
750,0.001,10,0.6,0.8,1.0,2.0,2885110700.9663343,33066.74994648973
750,0.001,6,0.8,0.6,2.0,0.0,2961824635.7499857,33094.40095248288
750,0.001,6,0.8,0.6,2.0,0.5,2961825266.078222,33094.40560787671
750,0.001,6,0.8,0.6,2.0,1.0,2961825855.3713255,33094.41047731164
750,0.001,6,0.8,0.6,2.0,2.0,2961826958.909557,33094.420430222606
750,0.001,8,0.8,0.6,2.0,0.0,2977214443.2823563,33193.675005351026
